"Disease","County","Year","Sex","Count","Population","Rate"
"Influenza Death (<65 years of age)","Kern","2012","Total","0","855974","0"
"Influenza Death (<65 years of age)","Kern","2012","Female","0","411962","0"
"Influenza Death (<65 years of age)","Kern","2012","Male","0","444012","0"
"Influenza Death (<65 years of age)","Kern","2013","Total","8","865511","0.924"
"Influenza Death (<65 years of age)","Kern","2013","Female","7","416808","1.679"
"Influenza Death (<65 years of age)","Kern","2013","Male","1","448703","0.223"
"Influenza Death (<65 years of age)","Kern","2014","Total","7","872322","0.802"
"Influenza Death (<65 years of age)","Kern","2014","Female","4","420256","0.952"
"Influenza Death (<65 years of age)","Kern","2014","Male","3","452066","0.664"
"Influenza Death (<65 years of age)","Kings","2009","Total","2","151794","1.318"
"Influenza Death (<65 years of age)","Kings","2009","Female","1","64867","1.542"
"Influenza Death (<65 years of age)","Kings","2009","Male","1","86927","1.15"
"Influenza Death (<65 years of age)","Kings","2010","Total","0","152693","0"
"Influenza Death (<65 years of age)","Kings","2010","Female","0","66218","0"
"Influenza Death (<65 years of age)","Kings","2010","Male","0","86475","0"
"Influenza Death (<65 years of age)","Kings","2011","Total","0","151685","0"
"Influenza Death (<65 years of age)","Kings","2011","Female","0","65733","0"
"Influenza Death (<65 years of age)","Kings","2011","Male","0","85952","0"
"Influenza Death (<65 years of age)","Kings","2012","Total","0","150643","0"
"Influenza Death (<65 years of age)","Kings","2012","Female","0","65236","0"
"Influenza Death (<65 years of age)","Kings","2012","Male","0","85407","0"
"Influenza Death (<65 years of age)","Kings","2013","Total","3","150507","1.993"
"Influenza Death (<65 years of age)","Kings","2013","Female","2","65192","3.068"
"Influenza Death (<65 years of age)","Kings","2013","Male","1","85315","1.172"
"Influenza Death (<65 years of age)","Kings","2014","Total","4","149788","2.67"
"Influenza Death (<65 years of age)","Kings","2014","Female","2","64992","3.077"
"Influenza Death (<65 years of age)","Kings","2014","Male","2","84796","2.359"
"Influenza Death (<65 years of age)","Lake","2009","Total","1","64396","1.553"
"Influenza Death (<65 years of age)","Lake","2009","Female","0","32169","0"
"Influenza Death (<65 years of age)","Lake","2009","Male","1","32227","3.103"
"Influenza Death (<65 years of age)","Lake","2010","Total","0","64602","0"
"Influenza Death (<65 years of age)","Lake","2010","Female","0","32161","0"
"Influenza Death (<65 years of age)","Lake","2010","Male","0","32441","0"
"Influenza Death (<65 years of age)","Lake","2011","Total","0","64411","0"
"Influenza Death (<65 years of age)","Lake","2011","Female","0","32084","0"
"Influenza Death (<65 years of age)","Lake","2011","Male","0","32327","0"
"Influenza Death (<65 years of age)","Lake","2012","Total","0","64204","0"
"Influenza Death (<65 years of age)","Lake","2012","Female","0","32003","0"
"Influenza Death (<65 years of age)","Lake","2012","Male","0","32201","0"
"Influenza Death (<65 years of age)","Lake","2013","Total","0","64209","0"
"Influenza Death (<65 years of age)","Lake","2013","Female","0","32011","0"
"Influenza Death (<65 years of age)","Lake","2013","Male","0","32198","0"
"Influenza Death (<65 years of age)","Lake","2014","Total","1","64744","1.545"
"Influenza Death (<65 years of age)","Lake","2014","Female","1","32229","3.103"
"Influenza Death (<65 years of age)","Lake","2014","Male","0","32515","0"
"Influenza Death (<65 years of age)","Lassen","2009","Total","0","34773","0"
"Influenza Death (<65 years of age)","Lassen","2009","Female","0","12461","0"
"Influenza Death (<65 years of age)","Lassen","2009","Male","0","22312","0"
"Influenza Death (<65 years of age)","Lassen","2010","Total","0","35145","0"
"Influenza Death (<65 years of age)","Lassen","2010","Female","0","12629","0"
"Influenza Death (<65 years of age)","Lassen","2010","Male","0","22516","0"
"Influenza Death (<65 years of age)","Lassen","2011","Total","0","34677","0"
"Influenza Death (<65 years of age)","Lassen","2011","Female","0","12465","0"
"Influenza Death (<65 years of age)","Lassen","2011","Male","0","22212","0"
"Influenza Death (<65 years of age)","Lassen","2012","Total","0","33719","0"
"Influenza Death (<65 years of age)","Lassen","2012","Female","0","12115","0"
"Influenza Death (<65 years of age)","Lassen","2012","Male","0","21604","0"
"Influenza Death (<65 years of age)","Lassen","2013","Total","1","33686","2.969"
"Influenza Death (<65 years of age)","Lassen","2013","Female","0","12104","0"
"Influenza Death (<65 years of age)","Lassen","2013","Male","1","21582","4.634"
"Influenza Death (<65 years of age)","Lassen","2014","Total","0","33613","0"
"Influenza Death (<65 years of age)","Lassen","2014","Female","0","12089","0"
"Influenza Death (<65 years of age)","Lassen","2014","Male","0","21524","0"
"Influenza Death (<65 years of age)","Los Angeles","2009","Total","132","9806784","1.346"
"Influenza Death (<65 years of age)","Los Angeles","2009","Female","70","4969936","1.408"
"Influenza Death (<65 years of age)","Los Angeles","2009","Male","62","4836848","1.282"
"Influenza Death (<65 years of age)","Los Angeles","2010","Total","4","9826799","0.041"
"Influenza Death (<65 years of age)","Los Angeles","2010","Female","0","4982072","0"
"Influenza Death (<65 years of age)","Los Angeles","2010","Male","4","4844727","0.083"
"Influenza Death (<65 years of age)","Los Angeles","2011","Total","11","9863993","0.112"
"Influenza Death (<65 years of age)","Los Angeles","2011","Female","9","4999643","0.18"
"Influenza Death (<65 years of age)","Los Angeles","2011","Male","2","4864351","0.041"
"Influenza Death (<65 years of age)","Los Angeles","2012","Total","12","9948521","0.121"
"Influenza Death (<65 years of age)","Los Angeles","2012","Female","8","5040999","0.159"
"Influenza Death (<65 years of age)","Los Angeles","2012","Male","4","4907522","0.082"
"Influenza Death (<65 years of age)","Los Angeles","2013","Total","46","10014849","0.459"
"Influenza Death (<65 years of age)","Los Angeles","2013","Female","17","5073236","0.335"
"Influenza Death (<65 years of age)","Los Angeles","2013","Male","29","4941613","0.587"
"Influenza Death (<65 years of age)","Los Angeles","2014","Total","73","10070624","0.725"
"Influenza Death (<65 years of age)","Los Angeles","2014","Female","24","5099884","0.471"
"Influenza Death (<65 years of age)","Los Angeles","2014","Male","49","4970740","0.986"
"Influenza Death (<65 years of age)","Madera","2009","Total","4","150151","2.664"
"Influenza Death (<65 years of age)","Madera","2009","Female","3","77888","3.852"
"Influenza Death (<65 years of age)","Madera","2009","Male","1","72263","1.384"
"Influenza Death (<65 years of age)","Madera","2010","Total","0","151318","0"
"Influenza Death (<65 years of age)","Madera","2010","Female","0","78527","0"
"Influenza Death (<65 years of age)","Madera","2010","Male","0","72791","0"
"Influenza Death (<65 years of age)","Madera","2011","Total","0","152019","0"
"Influenza Death (<65 years of age)","Madera","2011","Female","0","78861","0"
"Influenza Death (<65 years of age)","Madera","2011","Male","0","73158","0"
"Influenza Death (<65 years of age)","Madera","2012","Total","0","151242","0"
"Influenza Death (<65 years of age)","Madera","2012","Female","0","78409","0"
"Influenza Death (<65 years of age)","Madera","2012","Male","0","72833","0"
"Influenza Death (<65 years of age)","Madera","2013","Total","5","152857","3.271"
"Influenza Death (<65 years of age)","Madera","2013","Female","3","79248","3.786"
"Influenza Death (<65 years of age)","Madera","2013","Male","2","73609","2.717"
"Influenza Death (<65 years of age)","Madera","2014","Total","2","154278","1.296"
"Influenza Death (<65 years of age)","Madera","2014","Female","2","79988","2.5"
"Influenza Death (<65 years of age)","Madera","2014","Male","0","74290","0"
"Influenza Death (<65 years of age)","Marin","2009","Total","3","251230","1.194"
"Influenza Death (<65 years of age)","Marin","2009","Female","1","127284","0.786"
"Influenza Death (<65 years of age)","Marin","2009","Male","2","123946","1.614"
"Influenza Death (<65 years of age)","Marin","2010","Total","0","252698","0"
"Influenza Death (<65 years of age)","Marin","2010","Female","0","128397","0"
"Influenza Death (<65 years of age)","Marin","2010","Male","0","124301","0"
"Influenza Death (<65 years of age)","Marin","2011","Total","1","254282","0.393"
"Influenza Death (<65 years of age)","Marin","2011","Female","0","129336","0"
"Influenza Death (<65 years of age)","Marin","2011","Male","1","124946","0.8"
"Influenza Death (<65 years of age)","Marin","2012","Total","0","253892","0"
"Influenza Death (<65 years of age)","Marin","2012","Female","0","128952","0"
"Influenza Death (<65 years of age)","Marin","2012","Male","0","124940","0"
"Influenza Death (<65 years of age)","Marin","2013","Total","1","255778","0.391"
"Influenza Death (<65 years of age)","Marin","2013","Female","1","130130","0.768"
"Influenza Death (<65 years of age)","Marin","2013","Male","0","125648","0"
"Influenza Death (<65 years of age)","Marin","2014","Total","1","258324","0.387"
"Influenza Death (<65 years of age)","Marin","2014","Female","0","131733","0"
"Influenza Death (<65 years of age)","Marin","2014","Male","1","126591","0.79"
"Influenza Death (<65 years of age)","Mariposa","2009","Total","0","18281","0"
"Influenza Death (<65 years of age)","Mariposa","2009","Female","0","9007","0"
"Influenza Death (<65 years of age)","Mariposa","2009","Male","0","9274","0"
"Influenza Death (<65 years of age)","Mariposa","2010","Total","0","18194","0"
"Influenza Death (<65 years of age)","Mariposa","2010","Female","0","8958","0"
"Influenza Death (<65 years of age)","Mariposa","2010","Male","0","9236","0"
"Influenza Death (<65 years of age)","Mariposa","2011","Total","0","17973","0"
"Influenza Death (<65 years of age)","Mariposa","2011","Female","0","8861","0"
"Influenza Death (<65 years of age)","Mariposa","2011","Male","0","9112","0"
"Influenza Death (<65 years of age)","Mariposa","2012","Total","0","17959","0"
"Influenza Death (<65 years of age)","Mariposa","2012","Female","0","8865","0"
"Influenza Death (<65 years of age)","Mariposa","2012","Male","0","9094","0"
"Influenza Death (<65 years of age)","Mariposa","2013","Total","0","17890","0"
"Influenza Death (<65 years of age)","Mariposa","2013","Female","0","8836","0"
"Influenza Death (<65 years of age)","Mariposa","2013","Male","0","9054","0"
"Influenza Death (<65 years of age)","Mariposa","2014","Total","0","17864","0"
"Influenza Death (<65 years of age)","Mariposa","2014","Female","0","8832","0"
"Influenza Death (<65 years of age)","Mariposa","2014","Male","0","9032","0"
"Influenza Death (<65 years of age)","Mendocino","2009","Total","4","87569","4.568"
"Influenza Death (<65 years of age)","Mendocino","2009","Female","2","43794","4.567"
"Influenza Death (<65 years of age)","Mendocino","2009","Male","2","43775","4.569"
"Influenza Death (<65 years of age)","Mendocino","2010","Total","0","87917","0"
"Influenza Death (<65 years of age)","Mendocino","2010","Female","0","43822","0"
"Influenza Death (<65 years of age)","Mendocino","2010","Male","0","44095","0"
"Influenza Death (<65 years of age)","Mendocino","2011","Total","1","88048","1.136"
"Influenza Death (<65 years of age)","Mendocino","2011","Female","0","43869","0"
"Influenza Death (<65 years of age)","Mendocino","2011","Male","1","44179","2.264"
"Influenza Death (<65 years of age)","Mendocino","2012","Total","0","88550","0"
"Influenza Death (<65 years of age)","Mendocino","2012","Female","0","44115","0"
"Influenza Death (<65 years of age)","Mendocino","2012","Male","0","44435","0"
"Influenza Death (<65 years of age)","Mendocino","2013","Total","1","88281","1.133"
"Influenza Death (<65 years of age)","Mendocino","2013","Female","1","43958","2.275"
"Influenza Death (<65 years of age)","Mendocino","2013","Male","0","44323","0"
"Influenza Death (<65 years of age)","Mendocino","2014","Total","3","88545","3.388"
"Influenza Death (<65 years of age)","Mendocino","2014","Female","2","44077","4.538"
"Influenza Death (<65 years of age)","Mendocino","2014","Male","1","44468","2.249"
"Influenza Death (<65 years of age)","Merced","2009","Total","5","254123","1.968"
"Influenza Death (<65 years of age)","Merced","2009","Female","3","126418","2.373"
"Influenza Death (<65 years of age)","Merced","2009","Male","2","127705","1.566"
"Influenza Death (<65 years of age)","Merced","2010","Total","0","255886","0"
"Influenza Death (<65 years of age)","Merced","2010","Female","0","127004","0"
"Influenza Death (<65 years of age)","Merced","2010","Male","0","128882","0"
"Influenza Death (<65 years of age)","Merced","2011","Total","0","259186","0"
"Influenza Death (<65 years of age)","Merced","2011","Female","0","128642","0"
"Influenza Death (<65 years of age)","Merced","2011","Male","0","130544","0"
"Influenza Death (<65 years of age)","Merced","2012","Total","0","261002","0"
"Influenza Death (<65 years of age)","Merced","2012","Female","0","129535","0"
"Influenza Death (<65 years of age)","Merced","2012","Male","0","131467","0"
"Influenza Death (<65 years of age)","Merced","2013","Total","3","262336","1.144"
"Influenza Death (<65 years of age)","Merced","2013","Female","0","130194","0"
"Influenza Death (<65 years of age)","Merced","2013","Male","3","132142","2.27"
"Influenza Death (<65 years of age)","Merced","2014","Total","2","265069","0.755"
"Influenza Death (<65 years of age)","Merced","2014","Female","0","131577","0"
"Influenza Death (<65 years of age)","Merced","2014","Male","2","133492","1.498"
"Influenza Death (<65 years of age)","Modoc","2009","Total","0","9632","0"
"Influenza Death (<65 years of age)","Modoc","2009","Female","0","4776","0"
"Influenza Death (<65 years of age)","Modoc","2009","Male","0","4856","0"
"Influenza Death (<65 years of age)","Modoc","2010","Total","0","9649","0"
"Influenza Death (<65 years of age)","Modoc","2010","Female","0","4781","0"
"Influenza Death (<65 years of age)","Modoc","2010","Male","0","4868","0"
"Influenza Death (<65 years of age)","Modoc","2011","Total","0","9568","0"
"Influenza Death (<65 years of age)","Modoc","2011","Female","0","4749","0"
"Influenza Death (<65 years of age)","Modoc","2011","Male","0","4819","0"
"Influenza Death (<65 years of age)","Modoc","2012","Total","0","9516","0"
"Influenza Death (<65 years of age)","Modoc","2012","Female","0","4735","0"
"Influenza Death (<65 years of age)","Modoc","2012","Male","0","4781","0"
"Influenza Death (<65 years of age)","Modoc","2013","Total","0","9485","0"
"Influenza Death (<65 years of age)","Modoc","2013","Female","0","4724","0"
"Influenza Death (<65 years of age)","Modoc","2013","Male","0","4761","0"
"Influenza Death (<65 years of age)","Modoc","2014","Total","0","9417","0"
"Influenza Death (<65 years of age)","Modoc","2014","Female","0","4702","0"
"Influenza Death (<65 years of age)","Modoc","2014","Male","0","4715","0"
"Influenza Death (<65 years of age)","Mono","2009","Total","0","14075","0"
"Influenza Death (<65 years of age)","Mono","2009","Female","0","6524","0"
"Influenza Death (<65 years of age)","Mono","2009","Male","0","7551","0"
"Influenza Death (<65 years of age)","Mono","2010","Total","0","14234","0"
"Influenza Death (<65 years of age)","Mono","2010","Female","0","6698","0"
"Influenza Death (<65 years of age)","Mono","2010","Male","0","7536","0"
"Influenza Death (<65 years of age)","Mono","2011","Total","0","14301","0"
"Influenza Death (<65 years of age)","Mono","2011","Female","0","6745","0"
"Influenza Death (<65 years of age)","Mono","2011","Male","0","7556","0"
"Influenza Death (<65 years of age)","Mono","2012","Total","0","14393","0"
"Influenza Death (<65 years of age)","Mono","2012","Female","0","6801","0"
"Influenza Death (<65 years of age)","Mono","2012","Male","0","7592","0"
"Influenza Death (<65 years of age)","Mono","2013","Total","0","14477","0"
"Influenza Death (<65 years of age)","Mono","2013","Female","0","6859","0"
"Influenza Death (<65 years of age)","Mono","2013","Male","0","7618","0"
"Influenza Death (<65 years of age)","Mono","2014","Total","0","14560","0"
"Influenza Death (<65 years of age)","Mono","2014","Female","0","6912","0"
"Influenza Death (<65 years of age)","Mono","2014","Male","0","7648","0"
"Influenza Death (<65 years of age)","Monterey","2009","Total","3","413590","0.725"
"Influenza Death (<65 years of age)","Monterey","2009","Female","1","201138","0.497"
"Influenza Death (<65 years of age)","Monterey","2009","Male","2","212452","0.941"
"Influenza Death (<65 years of age)","Monterey","2010","Total","0","416263","0"
"Influenza Death (<65 years of age)","Monterey","2010","Female","0","202106","0"
"Influenza Death (<65 years of age)","Monterey","2010","Male","0","214157","0"
"Influenza Death (<65 years of age)","Monterey","2011","Total","0","419905","0"
"Influenza Death (<65 years of age)","Monterey","2011","Female","0","203882","0"
"Influenza Death (<65 years of age)","Monterey","2011","Male","0","216023","0"
"Influenza Death (<65 years of age)","Monterey","2012","Total","0","421465","0"
"Influenza Death (<65 years of age)","Monterey","2012","Female","0","204592","0"
"Influenza Death (<65 years of age)","Monterey","2012","Male","0","216873","0"
"Influenza Death (<65 years of age)","Monterey","2013","Total","0","423943","0"
"Influenza Death (<65 years of age)","Monterey","2013","Female","0","205791","0"
"Influenza Death (<65 years of age)","Monterey","2013","Male","0","218152","0"
"Influenza Death (<65 years of age)","Monterey","2014","Total","8","425365","1.881"
"Influenza Death (<65 years of age)","Monterey","2014","Female","4","206477","1.937"
"Influenza Death (<65 years of age)","Monterey","2014","Male","4","218888","1.827"
"Influenza Death (<65 years of age)","Napa","2009","Total","1","135664","0.737"
"Influenza Death (<65 years of age)","Napa","2009","Female","0","67950","0"
"Influenza Death (<65 years of age)","Napa","2009","Male","1","67714","1.477"
"Influenza Death (<65 years of age)","Napa","2010","Total","0","136811","0"
"Influenza Death (<65 years of age)","Napa","2010","Female","0","68095","0"
"Influenza Death (<65 years of age)","Napa","2010","Male","0","68716","0"
"Influenza Death (<65 years of age)","Napa","2011","Total","0","137653","0"
"Influenza Death (<65 years of age)","Napa","2011","Female","0","68499","0"
"Influenza Death (<65 years of age)","Napa","2011","Male","0","69154","0"
"Influenza Death (<65 years of age)","Napa","2012","Total","0","138019","0"
"Influenza Death (<65 years of age)","Napa","2012","Female","0","68652","0"
"Influenza Death (<65 years of age)","Napa","2012","Male","0","69367","0"
"Influenza Death (<65 years of age)","Napa","2013","Total","0","138932","0"
"Influenza Death (<65 years of age)","Napa","2013","Female","0","69108","0"
"Influenza Death (<65 years of age)","Napa","2013","Male","0","69824","0"
"Influenza Death (<65 years of age)","Napa","2014","Total","0","140348","0"
"Influenza Death (<65 years of age)","Napa","2014","Female","0","69855","0"
"Influenza Death (<65 years of age)","Napa","2014","Male","0","70493","0"
"Influenza Death (<65 years of age)","Nevada","2009","Total","1","98432","1.016"
"Influenza Death (<65 years of age)","Nevada","2009","Female","1","49713","2.012"
"Influenza Death (<65 years of age)","Nevada","2009","Male","0","48719","0"
"Influenza Death (<65 years of age)","Nevada","2010","Total","0","98625","0"
"Influenza Death (<65 years of age)","Nevada","2010","Female","0","49853","0"
"Influenza Death (<65 years of age)","Nevada","2010","Male","0","48772","0"
"Influenza Death (<65 years of age)","Nevada","2011","Total","0","98591","0"
"Influenza Death (<65 years of age)","Nevada","2011","Female","0","49830","0"
"Influenza Death (<65 years of age)","Nevada","2011","Male","0","48761","0"
"Influenza Death (<65 years of age)","Nevada","2012","Total","2","97920","2.042"
"Influenza Death (<65 years of age)","Nevada","2012","Female","0","49484","0"
"Influenza Death (<65 years of age)","Nevada","2012","Male","2","48436","4.129"
"Influenza Death (<65 years of age)","Nevada","2013","Total","0","97808","0"
"Influenza Death (<65 years of age)","Nevada","2013","Female","0","49421","0"
"Influenza Death (<65 years of age)","Nevada","2013","Male","0","48387","0"
"Influenza Death (<65 years of age)","Nevada","2014","Total","1","98235","1.018"
"Influenza Death (<65 years of age)","Nevada","2014","Female","1","49633","2.015"
"Influenza Death (<65 years of age)","Nevada","2014","Male","0","48602","0"
"Influenza Death (<65 years of age)","Orange","2009","Total","46","2998816","1.534"
"Influenza Death (<65 years of age)","Orange","2009","Female","16","1512749","1.058"
"Influenza Death (<65 years of age)","Orange","2009","Male","30","1486067","2.019"
"Influenza Death (<65 years of age)","Orange","2010","Total","2","3017248","0.066"
"Influenza Death (<65 years of age)","Orange","2010","Female","1","1524864","0.066"
"Influenza Death (<65 years of age)","Orange","2010","Male","1","1492384","0.067"
"Influenza Death (<65 years of age)","Orange","2011","Total","7","3046513","0.23"
"Influenza Death (<65 years of age)","Orange","2011","Female","1","1539616","0.065"
"Influenza Death (<65 years of age)","Orange","2011","Male","6","1506897","0.398"
"Influenza Death (<65 years of age)","Orange","2012","Total","7","3073540","0.228"
"Influenza Death (<65 years of age)","Orange","2012","Female","4","1553184","0.258"
"Influenza Death (<65 years of age)","Orange","2012","Male","3","1520356","0.197"
"Influenza Death (<65 years of age)","Orange","2013","Total","12","3099463","0.387"
"Influenza Death (<65 years of age)","Orange","2013","Female","7","1566211","0.447"
"Influenza Death (<65 years of age)","Orange","2013","Male","5","1533252","0.326"
"Influenza Death (<65 years of age)","Orange","2014","Total","17","3132681","0.543"
"Influenza Death (<65 years of age)","Orange","2014","Female","1","1583260","0.063"
"Influenza Death (<65 years of age)","Orange","2014","Male","16","1549421","1.033"
"Influenza Death (<65 years of age)","Placer","2009","Total","4","344088","1.162"
"Influenza Death (<65 years of age)","Placer","2009","Female","3","175968","1.705"
"Influenza Death (<65 years of age)","Placer","2009","Male","1","168120","0.595"
"Influenza Death (<65 years of age)","Placer","2010","Total","1","350272","0.285"
"Influenza Death (<65 years of age)","Placer","2010","Female","0","179214","0"
"Influenza Death (<65 years of age)","Placer","2010","Male","1","171058","0.585"
"Influenza Death (<65 years of age)","Placer","2011","Total","0","356200","0"
"Influenza Death (<65 years of age)","Placer","2011","Female","0","182237","0"
"Influenza Death (<65 years of age)","Placer","2011","Male","0","173963","0"
"Influenza Death (<65 years of age)","Placer","2012","Total","0","360098","0"
"Influenza Death (<65 years of age)","Placer","2012","Female","0","184207","0"
"Influenza Death (<65 years of age)","Placer","2012","Male","0","175891","0"
"Influenza Death (<65 years of age)","Placer","2013","Total","0","364724","0"
"Influenza Death (<65 years of age)","Placer","2013","Female","0","186575","0"
"Influenza Death (<65 years of age)","Placer","2013","Male","0","178149","0"
"Influenza Death (<65 years of age)","Placer","2014","Total","1","369726","0.27"
"Influenza Death (<65 years of age)","Placer","2014","Female","1","189110","0.529"
"Influenza Death (<65 years of age)","Placer","2014","Male","0","180616","0"
"Influenza Death (<65 years of age)","Plumas","2009","Total","0","20063","0"
"Influenza Death (<65 years of age)","Plumas","2009","Female","0","10036","0"
"Influenza Death (<65 years of age)","Plumas","2009","Male","0","10027","0"
"Influenza Death (<65 years of age)","Plumas","2010","Total","0","19904","0"
"Influenza Death (<65 years of age)","Plumas","2010","Female","0","9960","0"
"Influenza Death (<65 years of age)","Plumas","2010","Male","0","9944","0"
"Influenza Death (<65 years of age)","Plumas","2011","Total","0","19950","0"
"Influenza Death (<65 years of age)","Plumas","2011","Female","0","9985","0"
"Influenza Death (<65 years of age)","Plumas","2011","Male","0","9965","0"
"Influenza Death (<65 years of age)","Plumas","2012","Total","0","19906","0"
"Influenza Death (<65 years of age)","Plumas","2012","Female","0","9964","0"
"Influenza Death (<65 years of age)","Plumas","2012","Male","0","9942","0"
"Influenza Death (<65 years of age)","Plumas","2013","Total","0","19792","0"
"Influenza Death (<65 years of age)","Plumas","2013","Female","0","9918","0"
"Influenza Death (<65 years of age)","Plumas","2013","Male","0","9874","0"
"Influenza Death (<65 years of age)","Plumas","2014","Total","0","19687","0"
"Influenza Death (<65 years of age)","Plumas","2014","Female","0","9866","0"
"Influenza Death (<65 years of age)","Plumas","2014","Male","0","9821","0"
"Influenza Death (<65 years of age)","Riverside","2009","Total","41","2158399","1.9"
"Influenza Death (<65 years of age)","Riverside","2009","Female","19","1084974","1.751"
"Influenza Death (<65 years of age)","Riverside","2009","Male","22","1073425","2.05"
"Influenza Death (<65 years of age)","Riverside","2010","Total","4","2191919","0.182"
"Influenza Death (<65 years of age)","Riverside","2010","Female","1","1101193","0.091"
"Influenza Death (<65 years of age)","Riverside","2010","Male","3","1090726","0.275"
"Influenza Death (<65 years of age)","Riverside","2011","Total","0","2220269","0"
"Influenza Death (<65 years of age)","Riverside","2011","Female","0","1115310","0"
"Influenza Death (<65 years of age)","Riverside","2011","Male","0","1104959","0"
"Influenza Death (<65 years of age)","Riverside","2012","Total","4","2249045","0.178"
"Influenza Death (<65 years of age)","Riverside","2012","Female","2","1129673","0.177"
"Influenza Death (<65 years of age)","Riverside","2012","Male","2","1119372","0.179"
"Influenza Death (<65 years of age)","Riverside","2013","Total","11","2264569","0.486"
"Influenza Death (<65 years of age)","Riverside","2013","Female","9","1137546","0.791"
"Influenza Death (<65 years of age)","Riverside","2013","Male","2","1127023","0.177"
"Influenza Death (<65 years of age)","Riverside","2014","Total","20","2295298","0.871"
"Influenza Death (<65 years of age)","Riverside","2014","Female","10","1152765","0.867"
"Influenza Death (<65 years of age)","Riverside","2014","Male","10","1142533","0.875"
"Influenza Death (<65 years of age)","Sacramento","2009","Total","20","1411403","1.417"
"Influenza Death (<65 years of age)","Sacramento","2009","Female","10","719853","1.389"
"Influenza Death (<65 years of age)","Sacramento","2009","Male","10","691550","1.446"
"Influenza Death (<65 years of age)","Sacramento","2010","Total","0","1420255","0"
"Influenza Death (<65 years of age)","Sacramento","2010","Female","0","724678","0"
"Influenza Death (<65 years of age)","Sacramento","2010","Male","0","695577","0"
"Influenza Death (<65 years of age)","Sacramento","2011","Total","7","1430360","0.489"
"Influenza Death (<65 years of age)","Sacramento","2011","Female","4","729502","0.548"
"Influenza Death (<65 years of age)","Sacramento","2011","Male","3","700858","0.428"
"Influenza Death (<65 years of age)","Sacramento","2012","Total","8","1435118","0.557"
"Influenza Death (<65 years of age)","Sacramento","2012","Female","4","731575","0.547"
"Influenza Death (<65 years of age)","Sacramento","2012","Male","4","703543","0.569"
"Influenza Death (<65 years of age)","Sacramento","2013","Total","27","1445457","1.868"
"Influenza Death (<65 years of age)","Sacramento","2013","Female","15","736595","2.036"
"Influenza Death (<65 years of age)","Sacramento","2013","Male","11","708862","1.552"
"Influenza Death (<65 years of age)","Sacramento","2014","Total","13","1460480","0.89"
"Influenza Death (<65 years of age)","Sacramento","2014","Female","10","744045","1.344"
"Influenza Death (<65 years of age)","Sacramento","2014","Male","3","716435","0.419"
"Influenza Death (<65 years of age)","San Benito","2009","Total","0","55093","0"
"Influenza Death (<65 years of age)","San Benito","2009","Female","0","27492","0"
"Influenza Death (<65 years of age)","San Benito","2009","Male","0","27601","0"
"Influenza Death (<65 years of age)","San Benito","2010","Total","0","55332","0"
"Influenza Death (<65 years of age)","San Benito","2010","Female","0","27656","0"
"Influenza Death (<65 years of age)","San Benito","2010","Male","0","27676","0"
"Influenza Death (<65 years of age)","San Benito","2011","Total","0","55948","0"
"Influenza Death (<65 years of age)","San Benito","2011","Female","0","27980","0"
"Influenza Death (<65 years of age)","San Benito","2011","Male","0","27968","0"
"Influenza Death (<65 years of age)","San Benito","2012","Total","0","56643","0"
"Influenza Death (<65 years of age)","San Benito","2012","Female","0","28368","0"
"Influenza Death (<65 years of age)","San Benito","2012","Male","0","28275","0"
"Influenza Death (<65 years of age)","San Benito","2013","Total","0","57146","0"
"Influenza Death (<65 years of age)","San Benito","2013","Female","0","28634","0"
"Influenza Death (<65 years of age)","San Benito","2013","Male","0","28512","0"
"Influenza Death (<65 years of age)","San Benito","2014","Total","0","57993","0"
"Influenza Death (<65 years of age)","San Benito","2014","Female","0","29124","0"
"Influenza Death (<65 years of age)","San Benito","2014","Male","0","28869","0"
"Influenza Death (<65 years of age)","San Bernardino","2009","Total","40","2022319","1.978"
"Influenza Death (<65 years of age)","San Bernardino","2009","Female","19","1015718","1.871"
"Influenza Death (<65 years of age)","San Bernardino","2009","Male","21","1006601","2.086"
"Influenza Death (<65 years of age)","San Bernardino","2010","Total","1","2038518","0.049"
"Influenza Death (<65 years of age)","San Bernardino","2010","Female","0","1025294","0"
"Influenza Death (<65 years of age)","San Bernardino","2010","Male","1","1013224","0.099"
"Influenza Death (<65 years of age)","San Bernardino","2011","Total","4","2053077","0.195"
"Influenza Death (<65 years of age)","San Bernardino","2011","Female","0","1032269","0"
"Influenza Death (<65 years of age)","San Bernardino","2011","Male","4","1020808","0.392"
"Influenza Death (<65 years of age)","San Bernardino","2012","Total","13","2063867","0.63"
"Influenza Death (<65 years of age)","San Bernardino","2012","Female","2","1037268","0.193"
"Influenza Death (<65 years of age)","San Bernardino","2012","Male","11","1026599","1.071"
"Influenza Death (<65 years of age)","San Bernardino","2013","Total","19","2074080","0.916"
"Influenza Death (<65 years of age)","San Bernardino","2013","Female","10","1041988","0.96"
"Influenza Death (<65 years of age)","San Bernardino","2013","Male","9","1032092","0.872"
"Influenza Death (<65 years of age)","San Bernardino","2014","Total","27","2091618","1.291"
"Influenza Death (<65 years of age)","San Bernardino","2014","Female","12","1050698","1.142"
"Influenza Death (<65 years of age)","San Bernardino","2014","Male","15","1040920","1.441"
"Influenza Death (<65 years of age)","San Diego","2009","Total","51","3077633","1.657"
"Influenza Death (<65 years of age)","San Diego","2009","Female","29","1531512","1.894"
